Type	Label	Internal ID	Compact Display	Summary	Chronological Position	Narrative Position	Color	Parent	Ongoing	Start Date	Latest Start Date	Earliest End Date	End Date	Duration	Child Range	Tags	Blocked by	Blocks	Constraints	Links	Image (Links only)	Participant	Participant (Compact display)	Observer	Observer (Compact display)	Story Arc	Story Arc (Compact display)	Location	Location (Compact display)	Relates to	Relates to (Compact display)	Tension	Complete
"Event"	"Tony & the Elvi research the Dawkins"	"EV246"	"Tony & the Elvi research the D"		105		#9FA8DA		False	2370-07-15 00:53:44			2370-07-15 01:35:44	"42 minutes"		""	""	""	"End is before start of The Inauguration of the High E 0 seconds
Start is after end of Recording is not going well 0 seconds"	""		"Tony Chantara"	"Tony Chantara"	""	""	"TPlus viral transmission"	"TPlus viral transmission"	""	""	""	""		
"Event"	"The Inauguration of the High Elvis"	"EV24"	"The Inauguration of the High E"		106		#ffffff		False	2370-08-08 08:15			2370-08-08 08:57	"42 minutes"		""	""	""	"End is before start of Holy Joint Venture 0 seconds
Start is after end of Eloise and Sarah negotiate 0 seconds
End is before start of Dunhilton reconvenes the war c 0 seconds
Start is after end of Tony & the Elvi research the D 0 seconds
End is before start of Dunilton & Gerry review a vid  -1 days
Start is before start of Gerry acquires the TMinusVirus -3 days, -6 hours"	""		"Tony Chantara
Sarah Jacobson
Chilo Damagetus
The High Elvis
Solo Athena
Kleoboulos Windus"	"Tony Chantara
Sarah Jacobson
Chilo Damagetus
The High Elvis
Solo Athena
Kleoboulos Windus"	""	""	"Sarah & Tony
The Rise of the Elvi
TPlus viral transmission"	"Sarah & Tony
The Rise of the Elvi
TPlus viral transmission"	""	""	""	""		
"Event"	"Dunilton & Gerry review a vid of the inauguration"	"EV230"	"Dunilton & Gerry review a vid "		107		#9FA8DA		False	2370-08-09 08:57			2370-08-09 08:57	"0 seconds"		""	""	""	"End is before start of Dunhilton reconvenes the war c 0 seconds
Start is after end of The Inauguration of the High E 1 day
End is before start of Gerry acquires the TMinusVirus 0 seconds"	""		""	""	""	""	""	""	""	""	""	""		
"Event"	"Gerry acquires the TMinusVirus"	"EV8"	"Gerry acquires the TMinusVirus"		108		"Pink"		False	2370-08-11 14:15			2370-08-11 14:57	"42 minutes"		""	""	""	"Start is after end of Ajent hones in on Gerry 0 seconds
Start is after end of Gerry acquires the bomb site 28 days
End is before start of Dunhilton & Hardman review the 0 seconds
Start is after end of Ajent infiltrates the digging  0 seconds
Start is after end of Dunilton & Gerry review a vid  0 seconds
Start is after start of The Inauguration of the High E 3 days, 6 hours
End is before start of Occupy Bent Street 0 seconds"	""		""	""	""	""	"Gerry’s Rise"	"Gerry’s Rise"	""	""	""	""		
"Event"	"Pastor Rex Humble converts the Memphis Mafia"	"EV258"	"Pastor Rex Humble converts the"		109		#9FA8DA		False	2370-08-25 12:42			2370-08-25 12:42	"0 seconds"		""	""	""	"Start is before start of The High Elvis kidnaps Chanta -2 weeks, -5 days"	""		""	""	""	""	""	""	""	""	""	""		
"Event"	"The Elvi parachuted into St Hedges"	"EV181"	"The Elvi parachuted into St He"		110		#9FA8DA		False	2370-09-05 17:18			2370-09-05 17:18	"0 seconds"		""	""	""	"End is before start of Holy Joint Venture -42 minutes"	""		""	""	""	""	""	""	""	""	""	""		
"Event"	"Holy Joint Venture"	"EV109"	"Holy Joint Venture"		111		#ffffff		False	2370-09-05 18:00			2370-09-05 18:45	"45 minutes"		""	""	""	"Start is after end of The Inauguration of the High E 0 seconds
End is before start of Alexander gets reassigned -36 hours
End is before start of Dunhilton & Gerry inspect the  -14 hours
End equals start of HJV Reception -1 hours, -15 minutes
Start is after end of The Elvi parachuted into St He 42 minutes
Start is before start of The Chuglinghams Hold a BBQ -7 days, -18 hours"	""		"Ignatius d’Molesto
Alexander Shakti
Sarah Jacobson
John Stoat
The High Elvis
Piotr Dunhilton
Hayley Lanning
Dr Kathy Logan"	"Ignatius d’Molesto
Alexander Shakti
Sarah Jacobson
John Stoat
The High Elvis
Piotr Dunhilton
Hayley Lanning
Dr Kathy Logan"	""	""	"Dunhilton exerts Power
Eloise wants to retire
The Rise of the Elvi
Alexander loves Sarah
Holy Momma
Nightclub Vampire"	"Dunhilton exerts Power
Eloise wants to retire
The Rise of the Elvi
Alexander loves Sarah
Holy Momma
Nightclub Vampire"	"St Hedge’s Cathedral"	"St Hedge’s Cathedral"	""	""		
"Event"	"HJV Reception"	"EV128"	"HJV Reception"		112		#9FA8DA		False	2370-09-05 20:00			2370-09-05 24:00	"4 hours"		""	""	""	"End equals start of Halo Assaults Sarah 0 seconds
Start equals end of Holy Joint Venture 1 hour, 15 minutes"	""		"Dr Kathy Logan
Ignatius d’Molesto
Alexander Shakti
Little Clinton
Sarah Jacobson
John Stoat
Hayley Lanning
The High Elvis
Haloren Smythe
Piotr Dunhilton"	"Dr Kathy Logan
Ignatius d’Molesto
Alexander Shakti
Little Clinton
Sarah Jacobson
John Stoat
Hayley Lanning
The High Elvis
Haloren Smythe
Piotr Dunhilton"	""	""	"Eloise wants to retire
The Rise of the Elvi
Alexander loves Sarah
Holy Momma
Nightclub Vampire"	"Eloise wants to retire
The Rise of the Elvi
Alexander loves Sarah
Holy Momma
Nightclub Vampire"	"Gravity Well Restaurant"	"Gravity Well Restaurant"	""	""		
"Event"	"Halo Assaults Sarah"	"EV47"	"Halo Assaults Sarah"		113		#9FA8DA		False	2370-09-06 00:00:00			2370-09-06 00:15:00	"15 minutes"		""	""	""	"Start equals end of HJV Reception 0 seconds
End is before start of Chanta goes back to his old ap -8 hours
End is before start of Dunhilton & Hardman review the -8 hours"	""		"Dr Kathy Logan
Alexander Shakti
Tony Chantara
Sarah Jacobson
Eloise Shakti
John Stoat
Hayley Lanning
Haloren Smythe
Special Agent Ajent Jones"	"Dr Kathy Logan
Alexander Shakti
Tony Chantara
Sarah Jacobson
Eloise Shakti
John Stoat
Hayley Lanning
Haloren Smythe
Special Agent Ajent Jones"	""	""	"Great Teacher
Tony’s Inheritance
Alexander loves Sarah
Hayley’s Investigations
Nightclub Vampire"	"Great Teacher
Tony’s Inheritance
Alexander loves Sarah
Hayley’s Investigations
Nightclub Vampire"	"Gravity Well Restaurant"	"Gravity Well Restaurant"	""	""		
"Event"	"Dunhilton & Hardman review the SSS situation"	"EV35"	"Dunhilton & Hardman review the"		114		#9FA8DA		False	2370-09-06 08:15			2370-09-06 08:57	"42 minutes"		""	""	""	"End is before start of Dunhilton reconvenes the war c 0 seconds
Start is after end of Gerry acquires the TMinusVirus 0 seconds
Start is after end of Halo Assaults Sarah 8 hours"	""		"Gerald “Very” Hardman
Director of Freedom
Piotr Dunhilton"	"Gerald “Very” Hardman
Director of Freedom
Piotr Dunhilton"	""	""	"Dunhilton exerts Power
The Rise of the Elvi"	"Dunhilton exerts Power
The Rise of the Elvi"	""	""	""	""		
"Event"	"Chanta goes back to his old apartment"	"EV249"	"Chanta goes back to his old ap"		115		#9FA8DA		False	2370-09-06 08:15			2370-09-06 08:57	"42 minutes"		""	""	""	"Start is after end of Halo Assaults Sarah 8 hours
End is before start of Tony watches Halo’s Vid 0 seconds
End is before start of Chanta  finds Jamison's pentho -42 minutes"	""		"Tony Chantara"	"Tony Chantara"	""	""	""	""	""	""	""	""		
"Event"	"Dunhilton & Gerry inspect the parachute site"	"EV250"	"Dunhilton & Gerry inspect the "		116		#9FA8DA		False	2370-09-06 08:45			2370-09-06 09:27	"42 minutes"		""	""	""	"Start is after end of Holy Joint Venture 14 hours
End is before start of Dunhilton reconvenes the war c -42 minutes"	""		"Gerald “Very” Hardman
Piotr Dunhilton"	"Gerald “Very” Hardman
Piotr Dunhilton"	""	""	""	""	"St Hedge’s Cathedral"	"St Hedge’s Cathedral"	""	""		
"Event"	"Tony watches Halo’s Vid"	"EV10"	"Tony watches Halo’s Vid"		117		#9FA8DA		False	2370-09-06 08:57			2370-09-06 09:01:02	"4 minutes, 2 seconds"		""	""	""	"Start is after end of Chanta goes back to his old ap 0 seconds"	""		"Tony Chantara"	"Tony Chantara"	""	""	"Tony’s Inheritance"	"Tony’s Inheritance"	"American Sound Studios"	"American Sound Studios"	""	""		
"Event"	"Chanta  finds Jamison's penthouse"	"EV148"	"Chanta  finds Jamison's pentho"		118		#9FA8DA		False	2370-09-06 09:39			2370-09-06 12:39	"3 hours"		""	""	""	"Start is after end of Chanta goes back to his old ap 42 minutes"	""		"Tony Chantara"	"Tony Chantara"	""	""	"Tony’s Inheritance
TPlus viral transmission"	"Tony’s Inheritance
TPlus viral transmission"	"Starborne One"	"Starborne One"	""	""		
"Event"	"Dunhilton reconvenes the war cabinet"	"EV104"	"Dunhilton reconvenes the war c"		119		"Pink"		False	2370-09-06 10:09			2370-09-06 10:51	"42 minutes"		""	""	""	"Start is after end of Dunhilton & Hardman review the 0 seconds
Start is after end of The Inauguration of the High E 0 seconds
Start is after end of Dunilton & Gerry review a vid  0 seconds
Start is before start of Gerry proposes using gospel mu -5 days
Start is after end of Dunhilton & Gerry inspect the  42 minutes"	""		"Gerald “Very” Hardman
Commissioner of Elvi Rights
Director of Defence
Director of Moral Observance
Director of Freedom
Director of Tourism
Director of Housing
Piotr Dunhilton"	"Gerald “Very” Hardman
Commissioner of Elvi Rights
Director of Defence
Director of Moral Observance
Director of Freedom
Director of Tourism
Director of Housing
Piotr Dunhilton"	""	""	"Dunhilton exerts Power
Gerry’s Rise
The Rise of the Elvi"	"Dunhilton exerts Power
Gerry’s Rise
The Rise of the Elvi"	""	""	""	""		
"Event"	"Alexander gets reassigned"	"EV180"	"Alexander gets reassigned"		120		#9FA8DA		False	2370-09-07 06:45			2370-09-07 07:27	"42 minutes"		""	""	""	"End is before start of VorpalTech Contingency 0 seconds
Start is after end of Holy Joint Venture 36 hours
Start is before start of Alexander returns secretly 0 seconds"	""		"Alexander Shakti
Eloise Shakti"	"Alexander Shakti
Eloise Shakti"	""	""	""	""	""	""	""	""		
"Event"	"VorpalTech Contingency"	"EV178"	"VorpalTech Contingency"		121		#9FA8DA		False	2370-09-07 07:27			2370-09-07 07:31:02	"4 minutes, 2 seconds"		""	""	""	"Start is after end of Alexander gets reassigned 0 seconds"	""		"Eloise Shakti
Heinrich"	"Eloise Shakti
Heinrich"	""	""	""	""	""	""	""	""		
"Event"	"The Chuglinghams Hold a BBQ"	"EV67"	"The Chuglinghams Hold a BBQ"		122		#ffffff		False	2370-09-13 12:00			2370-09-13 19:00	"7 hours"		""	""	""	"Start equals start of the Johnny gatecrashes the BBQ -2 hours
Start is after end of Eloise hires Chip 0 seconds
End is before start of Hayley & Kathy hook up 0 seconds
Start is after start of Holy Joint Venture 7 days, 18 hours
End is before start of Gerry proposes using gospel mu -2 days
Start is before start of Ajent sabotages Elvi juke boxe -6 days, -15 hours
End is before start of Tony invites Sarah to dinner -12 days
Start is before start of Sages seed  pentagram configur -16 days"	""		"Sarah Jacobson
Dr Kathy Logan
Hayley Lanning
Chip Stockwell
Eloise Shakti
Kleoboulos Windus
Chilo Damagetus
Solo Athena
John Stoat
Padmala Chuglingham
Bala Chuglingham
Tiki Chuglingham
Shyamala Chuglingham"	"Sarah Jacobson
Dr Kathy Logan
Hayley Lanning
Chip Stockwell
Eloise Shakti
Kleoboulos Windus
Chilo Damagetus
Solo Athena
John Stoat
Padmala Chuglingham
Bala Chuglingham
Tiki Chuglingham
Shyamala Chuglingham"	""	""	""	""	""	""	""	""		
"Event"	"the Johnny gatecrashes the BBQ with the late Chilo in tow"	"EV73"	"the Johnny gatecrashes the BBQ"		123		#9FA8DA		False	2370-09-13 14:00:00			2370-09-13 14:04:02	"4 minutes, 2 seconds"		""	""	""	"Start equals start of The Chuglinghams Hold a BBQ 2 hours
End is before start of Johnny visits Sarah -1 days"	""		""	""	""	""	"Gyges Disc Research"	"Gyges Disc Research"	""	""	""	""		
"Event"	"Hayley & Kathy hook up"	"EV251"	"Hayley & Kathy hook up"		124		#9FA8DA		False	2370-09-14 05:03			2370-09-14 05:45	"42 minutes"		""	""	""	"Start is after end of The Chuglinghams Hold a BBQ 0 seconds"	""		"Hayley Lanning
Dr Kathy Logan"	"Hayley Lanning
Dr Kathy Logan"	""	""	""	""	""	""	""	""		
"Event"	"Johnny visits Sarah"	"EV183"	"Johnny visits Sarah"		125		#9FA8DA		False	2370-09-15 01:07:02			2370-09-15 01:11:04	"4 minutes, 2 seconds"		""	""	""	"Start is after end of the Johnny gatecrashes the BBQ 1 day"	""		"John Stoat
Sarah Jacobson"	"John Stoat
Sarah Jacobson"	""	""	""	""	""	""	""	""		
"Event"	"Gerry proposes using gospel music against the Elvi"	"EV15"	"Gerry proposes using gospel mu"		126		"Pink"		False	2370-09-15 19:00			2370-09-15 19:42	"42 minutes"		""	""	""	"End is before start of Occupy Bent Street 0 seconds
Start is after start of Dunhilton reconvenes the war c 5 days
End is before start of Melbourne Cup Day 0 seconds
Start is after end of The Chuglinghams Hold a BBQ 2 days
End is before start of Ajent sabotages Elvi juke boxe -4 days"	""		"Gerald “Very” Hardman
Commissioner of Elvi Rights
Director of Moral Observance
Director of Freedom
Piotr Dunhilton"	"Gerald “Very” Hardman
Commissioner of Elvi Rights
Director of Moral Observance
Director of Freedom
Piotr Dunhilton"	""	""	"Dunhilton exerts Power
Gerry’s Rise
The Rise of the Elvi"	"Dunhilton exerts Power
Gerry’s Rise
The Rise of the Elvi"	""	""	""	""		
"Event"	"Ajent sabotages Elvi juke boxes"	"EV184"	"Ajent sabotages Elvi juke boxe"		127		#9FA8DA		False	2370-09-20 03:00			2370-09-20 03:42	"42 minutes"		""	""	""	"Start is after end of Gerry proposes using gospel mu 4 days
Start is after start of The Chuglinghams Hold a BBQ 6 days, 15 hours
Start is before start of Lonnie discovers the jukebox s -13 hours, -30 minutes"	""		"Special Agent Ajent Jones"	"Special Agent Ajent Jones"	""	""	""	""	""	""	""	""		
"Event"	"Lonnie discovers the jukebox sabotage"	"EV189"	"Lonnie discovers the jukebox s"		128		#9FA8DA		False	2370-09-20 16:30			2370-09-20 16:30	"0 seconds"		""	""	""	"Start is before start of The High Elvis kidnaps Chanta 0 seconds
Start is after start of Ajent sabotages Elvi juke boxe 13 hours, 30 minutes"	""		"Lonnie"	"Lonnie"	""	""	""	""	""	""	""	""		
"Event"	"Tony invites Sarah to dinner"	"EV187"	"Tony invites Sarah to dinner"		129		#9FA8DA		False	2370-09-25 19:00			2370-09-25 21:00	"2 hours"		""	""	""	"End is before start of Chanta watches Harem Scarum -30 minutes
Start is after end of The Chuglinghams Hold a BBQ 12 days
End is before start of Kathy Gives Sarah a Medical -3 days
Start is before start of The High Elvis kidnaps Chanta -3 weeks
End is before start of Johnny enlists Chanta to acqui 0 seconds"	""		"Sarah Jacobson
Tony Chantara"	"Sarah Jacobson
Tony Chantara"	""	""	""	""	"Starborne One"	"Starborne One"	""	""		
"Event"	"Chanta watches Harem Scarum"	"EV239"	"Chanta watches Harem Scarum"		130		#9FA8DA		False	2370-09-25 21:30			2370-09-25 23:30	"2 hours"		""	""	""	"Start is after end of Tony invites Sarah to dinner 30 minutes
End is before start of Chanta searches for the Harum  0 seconds"	""		"Tony Chantara"	"Tony Chantara"	""	""	""	""	""	""	""	""		
"Event"	"Chanta searches for the Harum Scarum clone series"	"EV254"	"Chanta searches for the Harum "		131		#9FA8DA		False	2370-09-25 23:30			2370-09-26 01:30	"2 hours"		""	""	""	"Start is after end of Chanta watches Harem Scarum 0 seconds
End is before start of Chanta activates the Ajent Jon 0 seconds"	""		"Tony Chantara
Fisher"	"Tony Chantara
Fisher"	""	""	""	""	"Starborne One"	"Starborne One"	""	""		
"Event"	"Kathy Gives Sarah a Medical"	"EV256"	"Kathy Gives Sarah a Medical"		132		#9FA8DA		False	2370-09-28 21:00			2370-09-28 21:00	"0 seconds"		""	""	""	"Start is after end of Tony invites Sarah to dinner 3 days"	""		"Dr Kathy Logan
Sarah Jacobson"	"Dr Kathy Logan
Sarah Jacobson"	""	""	""	""	"Sublime Point"	"Sublime Point"	""	""		
"Event"	"Sages seed  pentagram configuration"	"EV210"	"Sages seed  pentagram configur"		133		#9FA8DA		False	2370-09-29 12:00			2370-09-29 12:42	"42 minutes"		""	""	""	"End is before start of Chip escalates issues with Sar -1 days
Start is after start of The Chuglinghams Hold a BBQ 16 days
End is before start of Johnny enlists Chanta to acqui -4 days"	""		"John Stoat
Chip Stockwell
Kleoboulos Windus
Chilo Damagetus
Solo Athena"	"John Stoat
Chip Stockwell
Kleoboulos Windus
Chilo Damagetus
Solo Athena"	""	""	"Gyges Disc Research"	"Gyges Disc Research"	""	""	""	""		
"Event"	"Chip escalates issues with Sarah & Hayley"	"EV252"	"Chip escalates issues with Sar"		134		#9FA8DA		False	2370-09-30 12:42			2370-09-30 13:24	"42 minutes"		""	""	""	"Start is after end of Sages seed  pentagram configur 1 day
Start is before start of Three sisters discuss watching -20 hours"	""		"Chip Stockwell
Hayley Lanning
Sarah Jacobson"	"Chip Stockwell
Hayley Lanning
Sarah Jacobson"	""	""	"Gyges Disc Research"	"Gyges Disc Research"	""	""	""	""		
"Event"	"the High Elvis calls a meeting"	"EV255"	"the High Elvis calls a meeting"		135		#9FA8DA		False	2370-10-01 08:42			2370-10-01 09:24	"42 minutes"		""	""	""	"Start is after end of Three sisters discuss watching 0 seconds
End is before start of The intervention of a Gospel E -2 days"	""		"Hayley Lanning
Dr Kathy Logan
Sarah Jacobson
The High Elvis
Kleoboulos Windus
Solo Athena
Chilo Damagetus"	"Hayley Lanning
Dr Kathy Logan
Sarah Jacobson
The High Elvis
Kleoboulos Windus
Solo Athena
Chilo Damagetus"	""	""	""	""	"Elvi Parliament"	"Elvi Parliament"	""	""		
"Event"	"Three sisters discuss watching Eloise"	"EV253"	"Three sisters discuss watching"		136		#9FA8DA		False	2370-10-01 08:42			2370-10-01 08:42	"0 seconds"		""	""	""	"Start is after start of Chip escalates issues with Sar 20 hours
End is before start of the High Elvis calls a meeting 0 seconds
End is before start of Hayley investigates the Rother -1 days"	""		"Hayley Lanning
Sarah Jacobson
Dr Kathy Logan"	"Hayley Lanning
Sarah Jacobson
Dr Kathy Logan"	""	""	"Gyges Disc Research"	"Gyges Disc Research"	"Sublime Point"	"Sublime Point"	""	""		
"Event"	"Hayley investigates the Rotherhithe Stasis Collapse"	"EV271"	"Hayley investigates the Rother"		137		#9FA8DA		False	2370-10-02 08:42			2370-10-02 09:24	"42 minutes"		""	""	""	"End is before start of Hayley finds Eloise's old Frid 0 seconds
Start is after end of Three sisters discuss watching 1 day"	""		"Hayley Lanning
Sarah Jacobson"	"Hayley Lanning
Sarah Jacobson"	""	""	""	""	"Sublime Point"	"Sublime Point"	""	""		
"Event"	"The intervention of a Gospel Elvis - Dr John Carpenter"	"EV257"	"The intervention of a Gospel E"		138		#9FA8DA		False	2370-10-03 09:24			2370-10-03 10:06	"42 minutes"		""	""	""	"Start is after end of the High Elvis calls a meeting 2 days"	""		"Hayley Lanning
Dr Kathy Logan
Sarah Jacobson
The High Elvis
Kleoboulos Windus
Solo Athena
Chilo Damagetus"	"Hayley Lanning
Dr Kathy Logan
Sarah Jacobson
The High Elvis
Kleoboulos Windus
Solo Athena
Chilo Damagetus"	""	""	""	""	"Elvi Parliament"	"Elvi Parliament"	""	""		
"Event"	"The High Elvis kidnaps Chanta"	"EV188"	"The High Elvis kidnaps Chanta"		139		"Pink"		False	2370-10-16 19:00:00			2370-10-16 19:00:00	"0 seconds"		""	""	""	"Start is after start of Lonnie discovers the jukebox s 0 seconds
Start is after start of Tony invites Sarah to dinner 3 weeks
Start is after start of Pastor Rex Humble converts the 2 weeks, 5 days
End is before start of The High Elvis takes Chanta to -42 minutes"	""		"The High Elvis
Tony Chantara"	"The High Elvis
Tony Chantara"	""	""	""	""	"Starborne One"	"Starborne One"	""	""		
"Event"	"The High Elvis takes Chanta to church"	"EV259"	"The High Elvis takes Chanta to"		140		#9FA8DA		False	2370-10-16 19:42			2370-10-16 20:24	"42 minutes"		""	""	""	"Start is after end of The High Elvis kidnaps Chanta 42 minutes"	""		"The High Elvis
Tony Chantara
Pastor Rex Humble"	"The High Elvis
Tony Chantara
Pastor Rex Humble"	""	""	""	""	"Memphis Mafia Bar"	"Memphis Mafia Bar"	""	""		
"Event"	"The High Elvis and Chanta plan a festival"	"EV260"	"The High Elvis and Chanta plan"		141		#9FA8DA		False	2370-10-16 19:42			2370-10-16 19:42	"0 seconds"		""	""	""	"End is before start of Chanta drinks with his old fri 0 seconds"	""		"The High Elvis
Tony Chantara"	"The High Elvis
Tony Chantara"	""	""	""	""	"Starborne One"	"Starborne One"	""	""		
"Event"	"Chanta drinks with his old friends"	"EV261"	"Chanta drinks with his old fri"		142		#9FA8DA		False	2370-10-16 19:42			2370-10-16 19:42	"0 seconds"		""	""	""	"Start is after end of The High Elvis and Chanta plan 0 seconds
Start is before start of Rock Against Revival 0 seconds"	""		"Tony Chantara
Abe
Major
Peggy
Nelly
Rusty"	"Tony Chantara
Abe
Major
Peggy
Nelly
Rusty"	""	""	""	""	"Stickett Inn"	"Stickett Inn"	""	""		
"Event"	"Melbourne Cup Day"	"EV228"	"Melbourne Cup Day"		143		#ffffff		False	2370-11-03			2370-11-03	"0 seconds"		""	""	""	"Start is after end of Gerry proposes using gospel mu 0 seconds"	""		""	""	""	""	""	""	""	""	""	""		
"Event"	"Rock Against Revival"	"EV192"	"Rock Against Revival"		144		#ffffff		False	2370-11-07			2370-11-07	"0 seconds"		""	""	""	"End is before start of Occupy Bent Street -1 days
Start is after start of Chanta drinks with his old fri 0 seconds"	""		"Tony Chantara
Hayley Lanning
Sarah Jacobson
Kleoboulos Windus
Chilo Damagetus
Solo Athena
Dr Kathy Logan
Eloise Shakti
The High Elvis
Valerie
Marguerita
Peggy
Nelly
Rusty
Walter"	"Tony Chantara
Hayley Lanning
Sarah Jacobson
Kleoboulos Windus
Chilo Damagetus
Solo Athena
Dr Kathy Logan
Eloise Shakti
The High Elvis
Valerie
Marguerita
Peggy
Nelly
Rusty
Walter"	""	""	""	""	""	""	""	""		
"Event"	"Occupy Bent Street"	"EV193"	"Occupy Bent Street"		145		#ffffff		False	2370-11-08			2370-11-10	"3 days"		""	""	""	"End is before start of Operation Cleanse 0 seconds
Start is after end of Gerry proposes using gospel mu 0 seconds
Start is after end of Rock Against Revival 1 day
Start is after end of Gerry acquires the TMinusVirus 0 seconds
Start is before start of Dunhilton speaks out against G -1 days
End is before start of The Inauguration of the new Hi -8 days, -16 hours"	""		"Tony Chantara
The High Elvis
Marguerita
Valerie
Peggy
Nelly
Rusty
Maile
Walter"	"Tony Chantara
The High Elvis
Marguerita
Valerie
Peggy
Nelly
Rusty
Maile
Walter"	""	""	""	""	""	""	""	""		
"Event"	"Dunhilton speaks out against Get Bent"	"EV262"	"Dunhilton speaks out against G"		146		#9FA8DA		False	2370-11-09			2370-11-09 00:04:02	"4 minutes, 2 seconds"		""	""	""	"Start is after start of Occupy Bent Street 1 day
Start is before start of Operation Cleanse -2 days"	""		"Piotr Dunhilton"	"Piotr Dunhilton"	""	""	""	""	""	""	""	""		
"Event"	"Operation Cleanse"	"EV194"	"Operation Cleanse"		147		#9FA8DA		False	2370-11-11			2370-11-11	"1 day"		""	""	""	"Start is after end of Occupy Bent Street 0 seconds
Start is after start of Dunhilton speaks out against G 2 days
End is before start of Kathy Investigates the cause o 0 seconds"	""		"Piotr Dunhilton
Gerald “Very” Hardman"	"Piotr Dunhilton
Gerald “Very” Hardman"	""	""	""	""	""	""	""	""		
"Event"	"Kathy Investigates the cause of deaths"	"EV263"	"Kathy Investigates the cause o"		148		#9FA8DA		False	2370-11-12			2370-11-13	"2 days"		""	""	""	"Start is after end of Operation Cleanse 0 seconds
End is before end of The Inauguration of the new Hi 0 seconds"	""		"Dr Kathy Logan"	"Dr Kathy Logan"	""	""	""	""	""	""	""	""		
"Event"	"The Inauguration of the new High Elvis"	"EV264"	"The Inauguration of the new Hi"		149		#ffffff		False	2370-11-19 16:00			2370-11-19 22:00	"6 hours"		""	""	""	"End is before start of Chanta orders, ""Go forth and H 0 seconds
Start is after end of Occupy Bent Street 8 days, 16 hours
End is after end of Kathy Investigates the cause o 0 seconds
End is before start of Gerry presents a viral update -10 hours, -30 minutes"	""		"Hayley Lanning
Sarah Jacobson
Tony Chantara
Dr Kathy Logan
The High Elvis
Marguerita
Valerie
Peggy
Nelly
Rusty
Maile
Walter"	"Hayley Lanning
Sarah Jacobson
Tony Chantara
Dr Kathy Logan
The High Elvis
Marguerita
Valerie
Peggy
Nelly
Rusty
Maile
Walter"	""	""	""	""	"Elvi Parliament"	"Elvi Parliament"	""	""		
"Event"	"Chanta orders, ""Go forth and Hump"""	"EV196"	"Chanta orders, ""Go forth and H"		150		#9FA8DA		False	2370-11-19 22:00			2370-11-19 22:04:02	"4 minutes, 2 seconds"		""	""	""	"Start is after end of The Inauguration of the new Hi 0 seconds
End is before start of The Humpenings 0 seconds"	""		"Tony Chantara"	"Tony Chantara"	""	""	"TPlus viral transmission"	"TPlus viral transmission"	""	""	""	""		
"Event"	"The Humpenings"	"EV265"	"The Humpenings"		151		#9FA8DA		False	2370-11-19 22:04:02			2370-11-26 22:04:02	"1 week"		""	""	""	"Start is after end of Chanta orders, ""Go forth and H 0 seconds
End is after end of Pastor Rex dies 0 seconds
Start is before start of Pastor Rex dies -2 days
Start is before start of The Humpological Census -5 days
End is before start of Johnny enlists Chanta to acqui 0 seconds"	""		"Tony Chantara
Dr Kathy Logan
Fisher"	"Tony Chantara
Dr Kathy Logan
Fisher"	""	""	""	""	""	""	""	""		
"Event"	"Gerry presents a viral update"	"EV269"	"Gerry presents a viral update"		152		#9FA8DA		False	2370-11-20 08:30			2370-11-20 08:30	"0 seconds"		""	""	""	"Start is after end of The Inauguration of the new Hi 10 hours, 30 minutes"	""		"Gerald “Very” Hardman
Piotr Dunhilton"	"Gerald “Very” Hardman
Piotr Dunhilton"	""	""	""	""	""	""	""	""		
"Event"	"Pastor Rex dies"	"EV266"	"Pastor Rex dies"		153		#9FA8DA		False	2370-11-21 22:04:02			2370-11-21 22:04:02	"0 seconds"		""	""	""	"End is before end of The Humpenings 0 seconds
Start is after start of The Humpenings 2 days"	""		"Pastor Rex Humble"	"Pastor Rex Humble"	""	""	""	""	""	""	""	""		
"Event"	"The Humpological Census"	"EV267"	"The Humpological Census"		154		#9FA8DA		False	2370-11-24 22:04:02			2370-11-25 22:04:02	"1 day"		""	""	""	"Start is after start of The Humpenings 5 days
End is before start of Kathy disovers transmission pa -1 days
End is before start of Hayley finds Eloise's old Frid 0 seconds"	""		"Hayley Lanning"	"Hayley Lanning"	""	""	""	""	""	""	""	""		
"Event"	"Hayley finds Eloise's old Fridge Force project"	"EV205"	"Hayley finds Eloise's old Frid"		155		#9FA8DA		False	2370-11-25 22:04:02			2370-11-25 22:46:02	"42 minutes"		""	""	""	"Start is after end of The Humpological Census 0 seconds
End is before start of Hayley reports to Sarah regard -1 days
Start is after end of Hayley investigates the Rother 0 seconds"	""		"Hayley Lanning"	"Hayley Lanning"	""	""	""	""	""	""	""	""		
"Event"	"Johnny enlists Chanta to acquire more Gyges Discs"	"EV212"	"Johnny enlists Chanta to acqui"		156		#9FA8DA		False	2370-11-26 22:04:02			2370-11-26 22:08:04	"4 minutes, 2 seconds"		""	""	""	"Start is after end of Sages seed  pentagram configur 4 days
Start is after end of The Humpenings 0 seconds
Start is after end of Tony invites Sarah to dinner 0 seconds
End is before start of The High Elvis executes the he -2 days"	""		"John Stoat
Tony Chantara"	"John Stoat
Tony Chantara"	""	""	"Gyges Disc Research"	"Gyges Disc Research"	""	""	""	""		
